[Header]
Data File Name	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Output Date	9/6/2019
Output Time	10:54:20 AM

[File Information]
Type	Data File
Generated	4/12/2019 12:27:12 PM
Generated by	Admin
Modified	9/6/2019 10:13:48 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	4/12/2019 12:29:18 PM
Type	Unknown
Level	4
Sample Name	STD_5ug scan
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Method File	D:\2019 KYB\Youngnam CHJ\OA_SCAN nontarget.qgm
Batch File	
Report Format File	REPORT.qgr
Tuning File	C:\GCMSsolution\System\Tune1\20190330.qgt

[File Description]


[MC Peak Table]
# of Peaks	815
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
59.180	210164	0.75
59.182	211719	0.76
59.183	215444	0.77
59.185	211175	0.76
59.187	211981	0.76
59.188	211408	0.76
59.190	204892	0.73
59.192	191818	0.69
59.193	198064	0.71
59.195	196728	0.70
59.197	198677	0.71
59.198	196194	0.70
59.200	199886	0.71
59.202	195617	0.70
59.203	205614	0.74
59.205	213037	0.76
59.207	210272	0.75
59.208	201317	0.72
59.210	186627	0.67
59.212	194095	0.69
59.213	203961	0.73
59.215	201748	0.72
59.217	207285	0.74
59.218	206446	0.74
59.220	204860	0.73
59.222	199487	0.71
59.223	202342	0.72
59.225	202753	0.73
59.227	214471	0.77
59.228	203773	0.73
59.230	190112	0.68
59.232	196782	0.70
59.233	197805	0.71
59.235	194331	0.70
59.237	199460	0.71
59.238	200024	0.72
59.240	193904	0.69
59.242	195333	0.70
59.243	198695	0.71
59.245	202295	0.72
59.247	205106	0.73
59.248	200746	0.72
59.250	196234	0.70
59.252	202164	0.72
59.253	207173	0.74
59.255	194196	0.69
59.257	190895	0.68
59.258	201071	0.72
59.260	208576	0.75
59.262	212210	0.76
59.263	204808	0.73
59.265	196083	0.70
59.267	192652	0.69
59.268	196125	0.70
59.270	203071	0.73
59.272	206905	0.74
59.273	205350	0.73
59.275	204145	0.73
59.277	199356	0.71
59.278	201392	0.72
59.280	215462	0.77
59.282	213434	0.76
59.283	207817	0.74
59.285	209059	0.75
59.287	207444	0.74
59.288	208634	0.75
59.290	199768	0.71
59.292	208997	0.75
59.293	211713	0.76
59.295	204547	0.73
59.297	202980	0.73
59.298	188971	0.68
59.300	189244	0.68
59.302	197694	0.71
59.303	204791	0.73
59.305	203610	0.73
59.307	190366	0.68
59.308	190467	0.68
59.310	194198	0.69
59.312	198384	0.71
59.313	194821	0.70
59.315	202830	0.73
59.317	207868	0.74
59.318	212729	0.76
59.320	206225	0.74
59.322	201001	0.72
59.323	201545	0.72
59.325	198985	0.71
59.327	206985	0.74
59.328	207522	0.74
59.330	209093	0.75
59.332	216284	0.77
59.333	222738	0.80
59.335	216286	0.77
59.337	199637	0.71
59.338	202253	0.72
59.340	204771	0.73
59.342	203403	0.73
59.343	197664	0.71
59.345	201854	0.72
59.347	199041	0.71
59.348	197285	0.71
59.350	205709	0.74
59.352	206409	0.74
59.353	199880	0.71
59.355	194554	0.70
59.357	196409	0.70
59.358	202495	0.72
59.360	201357	0.72
59.362	196130	0.70
59.363	193695	0.69
59.365	193315	0.69
59.367	202152	0.72
59.368	207002	0.74
59.370	206604	0.74
59.372	205919	0.74
59.373	201154	0.72
59.375	206734	0.74
59.377	206052	0.74
59.378	204916	0.73
59.380	208022	0.74
59.382	210800	0.75
59.383	202935	0.73
59.385	191494	0.68
59.387	190082	0.68
59.388	202036	0.72
59.390	206240	0.74
59.392	210631	0.75
59.393	204186	0.73
59.395	199642	0.71
59.397	211940	0.76
59.398	210278	0.75
59.400	202315	0.72
59.402	188642	0.67
59.403	197547	0.71
59.405	205547	0.74
59.407	198328	0.71
59.408	198855	0.71
59.410	203142	0.73
59.412	198041	0.71
59.413	200531	0.72
59.415	195059	0.70
59.417	195595	0.70
59.418	195747	0.70
59.420	192257	0.69
59.422	198008	0.71
59.423	202068	0.72
59.425	202563	0.72
59.427	203251	0.73
59.428	198258	0.71
59.430	194876	0.70
59.432	200762	0.72
59.433	206628	0.74
59.435	205328	0.73
59.437	197991	0.71
59.438	202239	0.72
59.440	209980	0.75
59.442	205777	0.74
59.443	199400	0.71
59.445	193568	0.69
59.447	196729	0.70
59.448	193387	0.69
59.450	193225	0.69
59.452	198515	0.71
59.453	196296	0.70
59.455	199749	0.71
59.457	202866	0.73
59.458	206915	0.74
59.460	188161	0.67
59.462	182782	0.65
59.463	185367	0.66
59.465	183036	0.65
59.467	199508	0.71
59.468	198431	0.71
59.470	205323	0.73
59.472	202088	0.72
59.473	204098	0.73
59.475	201087	0.72
59.477	199758	0.71
59.478	199508	0.71
59.480	202112	0.72
59.482	197226	0.71
59.483	207770	0.74
59.485	206184	0.74
59.487	204435	0.73
59.488	196495	0.70
59.490	196905	0.70
59.492	198582	0.71
59.493	196903	0.70
59.495	193246	0.69
59.497	199160	0.71
59.498	201044	0.72
59.500	210748	0.75
59.502	212929	0.76
59.503	203696	0.73
59.505	202912	0.73
59.507	204627	0.73
59.508	203970	0.73
59.510	209777	0.75
59.512	200539	0.72
59.513	200585	0.72
59.515	207819	0.74
59.517	209730	0.75
59.518	213783	0.76
59.520	218537	0.78
59.522	215852	0.77
59.523	214666	0.77
59.525	210868	0.75
59.527	198027	0.71
59.528	193067	0.69
59.530	201433	0.72
59.532	216439	0.77
59.533	216276	0.77
59.535	212156	0.76
59.537	210788	0.75
59.538	202206	0.72
59.540	203304	0.73
59.542	204012	0.73
59.543	202005	0.72
59.545	197250	0.71
59.547	196297	0.70
59.548	195748	0.70
59.550	203245	0.73
59.552	202320	0.72
59.553	202230	0.72
59.555	197357	0.71
59.557	199088	0.71
59.558	196336	0.70
59.560	199078	0.71
59.562	198290	0.71
59.563	197150	0.71
59.565	205643	0.74
59.567	207418	0.74
59.568	208029	0.74
59.570	198541	0.71
59.572	186059	0.67
59.573	202125	0.72
59.575	206969	0.74
59.577	202585	0.72
59.578	196633	0.70
59.580	198324	0.71
59.582	196169	0.70
59.583	196343	0.70
59.585	217447	0.78
59.587	218538	0.78
59.588	211342	0.76
59.590	210117	0.75
59.592	199740	0.71
59.593	197115	0.70
59.595	195344	0.70
59.597	195911	0.70
59.598	192737	0.69
59.600	187205	0.67
59.602	180084	0.64
59.603	191225	0.68
59.605	191016	0.68
59.607	198303	0.71
59.608	198036	0.71
59.610	199808	0.71
59.612	200625	0.72
59.613	199980	0.72
59.615	196933	0.70
59.617	197120	0.70
59.618	192206	0.69
59.620	204126	0.73
59.622	211558	0.76
59.623	205077	0.73
59.625	201499	0.72
59.627	206863	0.74
59.628	205023	0.73
59.630	209758	0.75
59.632	197212	0.71
59.633	194377	0.70
59.635	199657	0.71
59.637	202353	0.72
59.638	196092	0.70
59.640	196323	0.70
59.642	199185	0.71
59.643	202914	0.73
59.645	202584	0.72
59.647	199002	0.71
59.648	196427	0.70
59.650	200097	0.72
59.652	198928	0.71
59.653	201234	0.72
59.655	201016	0.72
59.657	200787	0.72
59.658	201471	0.72
59.660	198976	0.71
59.662	202859	0.73
59.663	206670	0.74
59.665	196275	0.70
59.667	199409	0.71
59.668	202340	0.72
59.670	206142	0.74
59.672	218411	0.78
59.673	204527	0.73
59.675	204620	0.73
59.677	205399	0.73
59.678	212636	0.76
59.680	207883	0.74
59.682	212944	0.76
59.683	208652	0.75
59.685	195521	0.70
59.687	188577	0.67
59.688	193157	0.69
59.690	201181	0.72
59.692	202730	0.73
59.693	206637	0.74
59.695	210629	0.75
59.697	203232	0.73
59.698	198600	0.71
59.700	196648	0.70
59.702	199857	0.71
59.703	193774	0.69
59.705	195550	0.70
59.707	198002	0.71
59.708	200937	0.72
59.710	205330	0.73
59.712	201735	0.72
59.713	205006	0.73
59.715	215168	0.77
59.717	203184	0.73
59.718	207583	0.74
59.720	203811	0.73
59.722	193578	0.69
59.723	197254	0.71
59.725	200700	0.72
59.727	201265	0.72
59.728	201480	0.72
59.730	202542	0.72
59.732	207261	0.74
59.733	205892	0.74
59.735	202836	0.73
59.737	199581	0.71
59.738	193615	0.69
59.740	189889	0.68
59.742	197363	0.71
59.743	198849	0.71
59.745	195048	0.70
59.747	194555	0.70
59.748	194171	0.69
59.750	198952	0.71
59.752	211728	0.76
59.753	206816	0.74
59.755	203598	0.73
59.757	194760	0.70
59.758	198280	0.71
59.760	196840	0.70
59.762	189487	0.68
59.763	190041	0.68
59.765	188561	0.67
59.767	192129	0.69
59.768	200320	0.72
59.770	200632	0.72
59.772	202660	0.72
59.773	199993	0.72
59.775	195519	0.70
59.777	193418	0.69
59.778	189442	0.68
59.780	183139	0.65
59.782	195232	0.70
59.783	194928	0.70
59.785	204610	0.73
59.787	210625	0.75
59.788	209561	0.75
59.790	200172	0.72
59.792	195183	0.70
59.793	206649	0.74
59.795	202369	0.72
59.797	203271	0.73
59.798	200338	0.72
59.800	200624	0.72
59.802	191059	0.68
59.803	190322	0.68
59.805	192929	0.69
59.807	190198	0.68
59.808	202850	0.73
59.810	207224	0.74
59.812	208110	0.74
59.813	203917	0.73
59.815	209658	0.75
59.817	217980	0.78
59.818	219294	0.78
59.820	220680	0.79
59.822	221472	0.79
59.823	221843	0.79
59.825	208693	0.75
59.827	204332	0.73
59.828	196839	0.70
59.830	188327	0.67
59.832	196397	0.70
59.833	196422	0.70
59.835	207963	0.74
59.837	208408	0.75
59.838	202337	0.72
59.840	203388	0.73
59.842	202091	0.72
59.843	200704	0.72
59.845	193240	0.69
59.847	194483	0.70
59.848	195738	0.70
59.850	197779	0.71
59.852	218697	0.78
59.853	212278	0.76
59.855	211920	0.76
59.857	207605	0.74
59.858	205832	0.74
59.860	201206	0.72
59.862	197978	0.71
59.863	199991	0.72
59.865	200926	0.72
59.867	206219	0.74
59.868	206190	0.74
59.870	198851	0.71
59.872	208641	0.75
59.873	203709	0.73
59.875	197387	0.71
59.877	203636	0.73
59.878	203742	0.73
59.880	213135	0.76
59.882	210126	0.75
59.883	203938	0.73
59.885	202795	0.73
59.887	205678	0.74
59.888	211493	0.76
59.890	207445	0.74
59.892	200952	0.72
59.893	194555	0.70
59.895	197902	0.71
59.897	191715	0.69
59.898	191426	0.68
59.900	201707	0.72
59.902	202524	0.72
59.903	200506	0.72
59.905	192816	0.69
59.907	198998	0.71
59.908	204844	0.73
59.910	212238	0.76
59.912	213713	0.76
59.913	204420	0.73
59.915	189109	0.68
59.917	186489	0.67
59.918	189231	0.68
59.920	199154	0.71
59.922	206891	0.74
59.923	207033	0.74
59.925	204174	0.73
59.927	202500	0.72
59.928	212292	0.76
59.930	217288	0.78
59.932	220470	0.79
59.933	214507	0.77
59.935	209241	0.75
59.937	205955	0.74
59.938	202414	0.72
59.940	202976	0.73
59.942	208031	0.74
59.943	211492	0.76
59.945	200599	0.72
59.947	201526	0.72
59.948	193671	0.69
59.950	197346	0.71
59.952	206619	0.74
59.953	215694	0.77
59.955	219046	0.78
59.957	212194	0.76
59.958	200754	0.72
59.960	189859	0.68
59.962	199437	0.71
59.963	196733	0.70
59.965	198705	0.71
59.967	200220	0.72
59.968	209036	0.75
59.970	207694	0.74
59.972	203525	0.73
59.973	197474	0.71
59.975	195539	0.70
59.977	196328	0.70
59.978	196322	0.70
59.980	197664	0.71
59.982	206663	0.74
59.983	201297	0.72
59.985	192137	0.69
59.987	190346	0.68
59.988	195831	0.70
59.990	207273	0.74
59.992	210811	0.75
59.993	208539	0.75
59.995	201967	0.72
59.997	203711	0.73
59.998	200824	0.72
60.000	189016	0.68
60.002	191717	0.69
60.003	192583	0.69
60.005	194749	0.70
60.007	195416	0.70
60.008	195779	0.70
60.010	201459	0.72
60.012	206065	0.74
60.013	206168	0.74
60.015	201519	0.72
60.017	207585	0.74
60.018	213719	0.76
60.020	210491	0.75
60.022	204373	0.73
60.023	207625	0.74
60.025	210900	0.75
60.027	200860	0.72
60.028	209578	0.75
60.030	217004	0.78
60.032	215030	0.77
60.033	215735	0.77
60.035	210739	0.75
60.037	201245	0.72
60.038	193954	0.69
60.040	195461	0.70
60.042	201043	0.72
60.043	198881	0.71
60.045	208918	0.75
60.047	207297	0.74
60.048	206872	0.74
60.050	203733	0.73
60.052	215967	0.77
60.053	216399	0.77
60.055	214371	0.77
60.057	218664	0.78
60.058	218883	0.78
60.060	210532	0.75
60.062	198827	0.71
60.063	192755	0.69
60.065	198790	0.71
60.067	206389	0.74
60.068	199732	0.71
60.070	205988	0.74
60.072	213129	0.76
60.073	206238	0.74
60.075	203948	0.73
60.077	203466	0.73
60.078	211030	0.75
60.080	212107	0.76
60.082	200144	0.72
60.083	198473	0.71
60.085	197199	0.71
60.087	199388	0.71
60.088	202876	0.73
60.090	202586	0.72
60.092	204018	0.73
60.093	210448	0.75
60.095	203775	0.73
60.097	205612	0.74
60.098	203508	0.73
60.100	198346	0.71
60.102	199580	0.71
60.103	206359	0.74
60.105	203945	0.73
60.107	205671	0.74
60.108	200834	0.72
60.110	206547	0.74
60.112	208512	0.75
60.113	213302	0.76
60.115	202018	0.72
60.117	202505	0.72
60.118	213123	0.76
60.120	210488	0.75
60.122	202736	0.73
60.123	199323	0.71
60.125	196414	0.70
60.127	198343	0.71
60.128	206703	0.74
60.130	214959	0.77
60.132	213472	0.76
60.133	208427	0.75
60.135	203876	0.73
60.137	203050	0.73
60.138	204631	0.73
60.140	192778	0.69
60.142	194226	0.69
60.143	195188	0.70
60.145	202596	0.72
60.147	210820	0.75
60.148	209071	0.75
60.150	210891	0.75
60.152	200349	0.72
60.153	202134	0.72
60.155	197659	0.71
60.157	197224	0.71
60.158	195087	0.70
60.160	195709	0.70
60.162	190057	0.68
60.163	196213	0.70
60.165	198009	0.71
60.167	189074	0.68
60.168	201819	0.72
60.170	211418	0.76
60.172	213223	0.76
60.173	205985	0.74
60.175	202853	0.73
60.177	207185	0.74
60.178	214316	0.77
60.180	196783	0.70
60.182	195108	0.70
60.183	203591	0.73
60.185	199420	0.71
60.187	199711	0.71
60.188	203059	0.73
60.190	204285	0.73
60.192	204540	0.73
60.193	196479	0.70
60.195	208916	0.75
60.197	202172	0.72
60.198	194170	0.69
60.200	195723	0.70
60.202	200312	0.72
60.203	205772	0.74
60.205	214252	0.77
60.207	222736	0.80
60.208	219128	0.78
60.210	215637	0.77
60.212	209788	0.75
60.213	201047	0.72
60.215	202905	0.73
60.217	208756	0.75
60.218	204439	0.73
60.220	199081	0.71
60.222	188245	0.67
60.223	188493	0.67
60.225	207075	0.74
60.227	206671	0.74
60.228	207936	0.74
60.230	195146	0.70
60.232	185765	0.66
60.233	203474	0.73
60.235	211479	0.76
60.237	210401	0.75
60.238	210135	0.75
60.240	211720	0.76
60.242	212994	0.76
60.243	212923	0.76
60.245	210197	0.75
60.247	204741	0.73
60.248	200696	0.72
60.250	215126	0.77
60.252	214406	0.77
60.253	207679	0.74
60.255	191780	0.69
60.257	196510	0.70
60.258	197960	0.71
60.260	193889	0.69
60.262	208270	0.74
60.263	219035	0.78
60.265	213134	0.76
60.267	208150	0.74
60.268	222756	0.80
60.270	212043	0.76
60.272	209229	0.75
60.273	202385	0.72
60.275	204199	0.73
60.277	201045	0.72
60.278	195497	0.70
60.280	206066	0.74
60.282	205570	0.74
60.283	202465	0.72
60.285	199143	0.71
60.287	195488	0.70
60.288	206673	0.74
60.290	210622	0.75
60.292	208748	0.75
60.293	199165	0.71
60.295	205570	0.74
60.297	204045	0.73
60.298	203110	0.73
60.300	208105	0.74
60.302	205905	0.74
60.303	207647	0.74
60.305	213078	0.76
60.307	207695	0.74
60.308	202427	0.72
60.310	204754	0.73
60.312	201261	0.72
60.313	195740	0.70
60.315	198148	0.71
60.317	209592	0.75
60.318	207023	0.74
60.320	196949	0.70
60.322	202461	0.72
60.323	193712	0.69
60.325	191607	0.69
60.327	194806	0.70
60.328	202936	0.73
60.330	201749	0.72
60.332	211796	0.76
60.333	211542	0.76
60.335	203035	0.73
60.337	209402	0.75
60.338	202773	0.73
60.340	204036	0.73
60.342	210623	0.75
60.343	195701	0.70
60.345	197680	0.71
60.347	197422	0.71
60.348	200006	0.72
60.350	208998	0.75
60.352	205643	0.74
60.353	196479	0.70
60.355	191126	0.68
60.357	200426	0.72
60.358	201131	0.72
60.360	201788	0.72
60.362	193609	0.69
60.363	197758	0.71
60.365	200807	0.72
60.367	209241	0.75
60.368	211882	0.76
60.370	203811	0.73
60.372	197974	0.71
60.373	201219	0.72
60.375	210330	0.75
60.377	213646	0.76
60.378	213031	0.76
60.380	208958	0.75
60.382	203856	0.73
60.383	206069	0.74
60.385	207294	0.74
60.387	209755	0.75
60.388	203132	0.73
60.390	195436	0.70
60.392	198750	0.71
60.393	194100	0.69
60.395	192837	0.69
60.397	200773	0.72
60.398	210471	0.75
60.400	204377	0.73
60.402	198542	0.71
60.403	200221	0.72
60.405	206096	0.74
60.407	200234	0.72
60.408	191577	0.69
60.410	194805	0.70
60.412	199129	0.71
60.413	203494	0.73
60.415	202749	0.73
60.417	193515	0.69
60.418	204246	0.73
60.420	196897	0.70
60.422	189826	0.68
60.423	204718	0.73
60.425	203448	0.73
60.427	198174	0.71
60.428	191429	0.68
60.430	196690	0.70
60.432	198618	0.71
60.433	206799	0.74
60.435	201453	0.72
60.437	194994	0.70
60.438	198415	0.71
60.440	200170	0.72
60.442	207304	0.74
60.443	205348	0.73
60.445	211283	0.76
60.447	209558	0.75
60.448	203797	0.73
60.450	199864	0.71
60.452	200600	0.72
60.453	201922	0.72
60.455	204391	0.73
60.457	208661	0.75
60.458	209476	0.75
60.460	206137	0.74
60.462	210386	0.75
60.463	202594	0.72
60.465	199156	0.71
60.467	201586	0.72
60.468	207115	0.74
60.470	208429	0.75
60.472	199513	0.71
60.473	196966	0.70
60.475	194695	0.70
60.477	194373	0.70
60.478	194964	0.70
60.480	199228	0.71
60.482	209473	0.75
60.483	215057	0.77
60.485	212983	0.76
60.487	213420	0.76
60.488	207949	0.74
60.490	204809	0.73
60.492	198954	0.71
60.493	198674	0.71
60.495	206798	0.74
60.497	204989	0.73
60.498	204585	0.73
60.500	200782	0.72
60.502	216909	0.78
60.503	213826	0.76
60.505	202151	0.72
60.507	195163	0.70
60.508	199452	0.71
60.510	203534	0.73
60.512	202047	0.72
60.513	216491	0.77
60.515	215789	0.77
60.517	204450	0.73
60.518	200290	0.72
60.520	207317	0.74
60.522	214175	0.77
60.523	210140	0.75
60.525	206543	0.74
60.527	201690	0.72
60.528	198734	0.71
60.530	200945	0.72
60.532	203527	0.73
60.533	205227	0.73
60.535	202692	0.72
60.537	194856	0.70
60.538	192518	0.69
60.540	191671	0.69
60.542	192332	0.69
60.543	206108	0.74
60.545	210608	0.75
60.547	209242	0.75
60.548	198776	0.71
60.550	195879	0.70
60.552	203913	0.73
60.553	207299	0.74
60.555	204953	0.73
60.557	198681	0.71
60.558	202129	0.72
60.560	203303	0.73
60.562	202795	0.73
60.563	200216	0.72
60.565	192590	0.69
60.567	186707	0.67
60.568	193302	0.69
60.570	201802	0.72
60.572	209851	0.75
60.573	209241	0.75
60.575	201241	0.72
60.577	203115	0.73
60.578	204655	0.73
60.580	209420	0.75
60.582	210785	0.75
60.583	195726	0.70
60.585	191559	0.69
60.587	197734	0.71
60.588	199622	0.71
60.590	194389	0.70
60.592	199645	0.71
60.593	213105	0.76
60.595	211925	0.76
60.597	212746	0.76
60.598	207409	0.74
60.600	209544	0.75
60.602	206364	0.74
60.603	208444	0.75
60.605	204586	0.73
60.607	207765	0.74
60.608	210674	0.75
60.610	214046	0.77
60.612	216159	0.77
60.613	216347	0.77
60.615	206627	0.74
60.617	206581	0.74
60.618	204459	0.73
60.620	198533	0.71
60.622	203516	0.73
60.623	200327	0.72
60.625	210077	0.75
60.627	214614	0.77
60.628	209448	0.75
60.630	204960	0.73
60.632	210578	0.75
60.633	207647	0.74
60.635	210381	0.75
60.637	219022	0.78
60.638	196248	0.70
60.640	191063	0.68
60.642	202414	0.72
60.643	205400	0.73
60.645	206165	0.74
60.647	215773	0.77
60.648	212714	0.76
60.650	203504	0.73
60.652	205454	0.73
60.653	208936	0.75
60.655	204304	0.73
60.657	211605	0.76
60.658	212436	0.76
60.660	203865	0.73
60.662	208693	0.75
60.663	216761	0.78
60.665	210402	0.75
60.667	200860	0.72
60.668	202863	0.73
60.670	212354	0.76
60.672	205400	0.73
60.673	207860	0.74
60.675	201215	0.72
60.677	198332	0.71
60.678	188854	0.68
60.680	190373	0.68
60.682	192510	0.69
60.683	199013	0.71
60.685	208786	0.75
60.687	203284	0.73
60.688	206061	0.74
60.690	206977	0.74
60.692	197082	0.70
60.693	198444	0.71
60.695	197679	0.71
60.697	192620	0.69
60.698	193807	0.69
60.700	195749	0.70
60.702	207578	0.74
60.703	218380	0.78
60.705	216531	0.77
60.707	211721	0.76
60.708	202143	0.72
60.710	188686	0.67
60.712	197764	0.71
60.713	202977	0.73
60.715	205728	0.74
60.717	200600	0.72
60.718	208274	0.74
60.720	202236	0.72
60.722	191215	0.68
60.723	195230	0.70
60.725	206461	0.74
60.727	210289	0.75
60.728	203972	0.73
60.730	201591	0.72
60.732	205284	0.73
60.733	198099	0.71
60.735	193615	0.69
60.737	195548	0.70
60.738	202665	0.72
60.740	199715	0.71
60.742	195388	0.70
60.743	195575	0.70
60.745	196750	0.70
60.747	201682	0.72
60.748	194501	0.70
60.750	193763	0.69
60.752	189131	0.68
60.753	195033	0.70
60.755	214217	0.77
60.757	210246	0.75
60.758	198090	0.71
60.760	190471	0.68
60.762	188023	0.67
60.763	198926	0.71
60.765	196105	0.70
60.767	193635	0.69
60.768	198387	0.71
60.770	206678	0.74
60.772	202566	0.72
60.773	198622	0.71
60.775	207498	0.74
60.777	201836	0.72
60.778	205295	0.73
60.780	209140	0.75
60.782	197318	0.71
60.783	191494	0.68
60.785	195536	0.70
60.787	187832	0.67
60.788	193035	0.69
60.790	196788	0.70
60.792	201649	0.72
60.793	203915	0.73
60.795	211468	0.76
60.797	209429	0.75
60.798	205821	0.74
60.800	206409	0.74
60.802	206170	0.74
60.803	202235	0.72
60.805	204690	0.73
60.807	210471	0.75
60.808	205175	0.73
60.810	202847	0.73
60.812	191280	0.68
60.813	185734	0.66
60.815	190970	0.68
60.817	194862	0.70
60.818	207914	0.74
60.820	210888	0.75
60.822	198929	0.71
60.823	191060	0.68
60.825	188123	0.67
60.827	191078	0.68
60.828	197048	0.70
60.830	200741	0.72
60.832	191571	0.69
60.833	200471	0.72
60.835	203177	0.73
60.837	201526	0.72
60.838	198078	0.71
60.840	202615	0.72
60.842	210873	0.75
60.843	201651	0.72
60.845	196998	0.70
60.847	195016	0.70
60.848	195699	0.70
60.850	195968	0.70
60.852	194954	0.70
60.853	189533	0.68
60.855	201016	0.72
60.857	198333	0.71
60.858	194473	0.70
60.860	198376	0.71
60.862	196664	0.70
60.863	201190	0.72
60.865	209258	0.75
60.867	207338	0.74
60.868	201057	0.72
60.870	195418	0.70
60.872	197119	0.70
60.873	190884	0.68
60.875	186151	0.67
60.877	191681	0.69
60.878	195803	0.70
60.880	204368	0.73
60.882	205695	0.74
60.883	210634	0.75
60.885	210717	0.75
60.887	202957	0.73
60.888	201260	0.72
60.890	198497	0.71
60.892	195284	0.70
60.893	198913	0.71
60.895	206279	0.74
60.897	200936	0.72
60.898	189067	0.68
60.900	186566	0.67
60.902	202644	0.72
60.903	208513	0.75
60.905	202869	0.73
60.907	199078	0.71
60.908	199422	0.71
60.910	195003	0.70
60.912	194158	0.69
60.913	199323	0.71
60.915	204431	0.73
60.917	198042	0.71
60.918	187140	0.67
60.920	191981	0.69
60.922	199980	0.72
60.923	196157	0.70
60.925	196897	0.70
60.927	203204	0.73
60.928	205303	0.73
60.930	201103	0.72
60.932	201946	0.72
60.933	196169	0.70
60.935	195307	0.70
60.937	194903	0.70
60.938	190389	0.68
60.940	190495	0.68
60.942	202429	0.72
60.943	198621	0.71
60.945	189863	0.68
60.947	189880	0.68
60.948	189875	0.68
60.950	199932	0.72
60.952	195411	0.70
60.953	194645	0.70
60.955	191546	0.69
60.957	193269	0.69
60.958	201699	0.72
60.960	195456	0.70
60.962	185411	0.66
60.963	187003	0.67
60.965	203008	0.73
60.967	205631	0.74
60.968	202973	0.73
60.970	199975	0.72
60.972	195754	0.70
60.973	192972	0.69
60.975	191319	0.68
60.977	200537	0.72
60.978	197646	0.71
60.980	189724	0.68
60.982	192901	0.69
60.983	198522	0.71
60.985	194349	0.70
60.987	194569	0.70
60.988	192472	0.69
60.990	195527	0.70
60.992	200428	0.72
60.993	206666	0.74
60.995	205021	0.73
60.997	204371	0.73
60.998	202229	0.72
61.000	195720	0.70
61.002	193989	0.69
61.003	198575	0.71
61.005	218308	0.78
61.007	212721	0.76
61.008	197204	0.71
61.010	199417	0.71
61.012	201994	0.72
61.013	201625	0.72
61.015	206989	0.74
61.017	199910	0.71
61.018	193426	0.69
61.020	197263	0.71
61.022	200288	0.72
61.023	188793	0.68
61.025	184720	0.66
61.027	198249	0.71
61.028	207072	0.74
61.030	200304	0.72
61.032	196919	0.70
61.033	196352	0.70
61.035	208596	0.75
61.037	200097	0.72
61.038	196456	0.70
61.040	206861	0.74
61.042	206158	0.74
61.043	197834	0.71
61.045	188837	0.68
61.047	184660	0.66
61.048	195772	0.70
61.050	196455	0.70
61.052	194004	0.69
61.053	204315	0.73
61.055	197086	0.70
61.057	197337	0.71
61.058	204440	0.73
61.060	198658	0.71
61.062	197949	0.71
61.063	193692	0.69
61.065	197042	0.70
61.067	196491	0.70
61.068	204033	0.73
61.070	199927	0.72
61.072	206496	0.74
61.073	206986	0.74
61.075	201887	0.72
61.077	200199	0.72
61.078	202385	0.72
61.080	210159	0.75
61.082	204765	0.73
61.083	200125	0.72
61.085	199984	0.72
61.087	196374	0.70
61.088	192939	0.69
61.090	177673	0.64
61.092	175684	0.63
61.093	187372	0.67
61.095	197737	0.71
61.097	200133	0.72
61.098	203757	0.73
61.100	207600	0.74
61.102	197677	0.71
61.103	192533	0.69
61.105	195321	0.70
61.107	206103	0.74
61.108	202051	0.72
61.110	189856	0.68
61.112	190635	0.68
61.113	202955	0.73
61.115	199828	0.71
61.117	203806	0.73
61.118	193485	0.69
61.120	191665	0.69
61.122	202846	0.73
61.123	202864	0.73
61.125	196326	0.70
61.127	186522	0.67
61.128	187622	0.67
61.130	203201	0.73
61.132	198602	0.71
61.133	198014	0.71
61.135	195445	0.70
61.137	199372	0.71
61.138	201316	0.72
61.140	205883	0.74
61.142	203544	0.73
61.143	195977	0.70
61.145	197933	0.71
61.147	200225	0.72
61.148	204746	0.73
61.150	200859	0.72
61.152	208087	0.74
61.153	218103	0.78
61.155	210076	0.75
61.157	189033	0.68
61.158	188962	0.68
61.160	194932	0.70
61.162	191828	0.69
61.163	191601	0.69
61.165	198840	0.71
61.167	208810	0.75
