[Header]
Data File Name	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Output Date	9/6/2019
Output Time	10:54:20 AM

[File Information]
Type	Data File
Generated	4/12/2019 12:27:12 PM
Generated by	Admin
Modified	9/6/2019 10:13:48 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	4/12/2019 12:29:18 PM
Type	Unknown
Level	4
Sample Name	STD_5ug scan
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	D:\2019 KYB\Youngnam CHJ\Data-041.qgd
Method File	D:\2019 KYB\Youngnam CHJ\OA_SCAN nontarget.qgm
Batch File	
Report Format File	REPORT.qgr
Tuning File	C:\GCMSsolution\System\Tune1\20190330.qgt

[File Description]


[MC Peak Table]
# of Peaks	815
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
61.168	214086	0.77
61.170	212079	0.76
61.172	208517	0.75
61.173	210853	0.75
61.175	207463	0.74
61.177	213727	0.76
61.178	214352	0.77
61.180	203273	0.73
61.182	199966	0.72
61.183	199273	0.71
61.185	197001	0.70
61.187	197246	0.71
61.188	197315	0.71
61.190	199005	0.71
61.192	194101	0.69
61.193	187850	0.67
61.195	191041	0.68
61.197	187169	0.67
61.198	182422	0.65
61.200	200330	0.72
61.202	212565	0.76
61.203	199287	0.71
61.205	200432	0.72
61.207	214346	0.77
61.208	209904	0.75
61.210	203126	0.73
61.212	208378	0.75
61.213	205249	0.73
61.215	198369	0.71
61.217	195150	0.70
61.218	190453	0.68
61.220	199748	0.71
61.222	204349	0.73
61.223	209766	0.75
61.225	200493	0.72
61.227	203391	0.73
61.228	196669	0.70
61.230	199910	0.71
61.232	193138	0.69
61.233	200241	0.72
61.235	202117	0.72
61.237	205565	0.74
61.238	194206	0.69
61.240	186515	0.67
61.242	198063	0.71
61.243	195424	0.70
61.245	195214	0.70
61.247	202304	0.72
61.248	205087	0.73
61.250	198385	0.71
61.252	196183	0.70
61.253	197641	0.71
61.255	196775	0.70
61.257	189319	0.68
61.258	193856	0.69
61.260	197293	0.71
61.262	197232	0.71
61.263	206198	0.74
61.265	208918	0.75
61.267	196182	0.70
61.268	193009	0.69
61.270	189195	0.68
61.272	193400	0.69
61.273	198240	0.71
61.275	197618	0.71
61.277	193365	0.69
61.278	202143	0.72
61.280	202627	0.72
61.282	198935	0.71
61.283	189869	0.68
61.285	187842	0.67
61.287	191423	0.68
61.288	186581	0.67
61.290	184927	0.66
61.292	192047	0.69
61.293	196657	0.70
61.295	198673	0.71
61.297	203648	0.73
61.298	207316	0.74
61.300	206109	0.74
61.302	201564	0.72
61.303	205219	0.73
61.305	206345	0.74
61.307	205434	0.73
61.308	201185	0.72
61.310	197604	0.71
61.312	197688	0.71
61.313	192402	0.69
61.315	193491	0.69
61.317	203313	0.73
61.318	200991	0.72
61.320	203880	0.73
61.322	211533	0.76
61.323	203795	0.73
61.325	206407	0.74
61.327	218439	0.78
61.328	211660	0.76
61.330	200479	0.72
61.332	204801	0.73
61.333	199912	0.71
61.335	193462	0.69
61.337	191835	0.69
61.338	190588	0.68
61.340	189909	0.68
61.342	192941	0.69
61.343	200396	0.72
61.345	197494	0.71
61.347	202055	0.72
61.348	198292	0.71
61.350	202752	0.73
61.352	215445	0.77
61.353	220830	0.79
61.355	203056	0.73
61.357	194864	0.70
61.358	198714	0.71
61.360	204960	0.73
61.362	196450	0.70
61.363	189566	0.68
61.365	198356	0.71
61.367	204866	0.73
61.368	206736	0.74
61.370	194373	0.70
61.372	189286	0.68
61.373	195444	0.70
61.375	201641	0.72
61.377	197706	0.71
61.378	200764	0.72
61.380	198457	0.71
61.382	205787	0.74
61.383	201736	0.72
61.385	201973	0.72
61.387	198427	0.71
61.388	201847	0.72
61.390	199319	0.71
61.392	201415	0.72
61.393	199784	0.71
61.395	195322	0.70
61.397	190911	0.68
61.398	193134	0.69
61.400	202021	0.72
61.402	191883	0.69
61.403	200303	0.72
61.405	201125	0.72
61.407	199819	0.71
61.408	195259	0.70
61.410	200449	0.72
61.412	192839	0.69
61.413	191952	0.69
61.415	195597	0.70
61.417	210379	0.75
61.418	213134	0.76
61.420	208460	0.75
61.422	203818	0.73
61.423	203639	0.73
61.425	195603	0.70
61.427	199936	0.72
61.428	204420	0.73
61.430	203619	0.73
61.432	202631	0.72
61.433	205524	0.74
61.435	200771	0.72
61.437	192707	0.69
61.438	199678	0.71
61.440	202765	0.73
61.442	217813	0.78
61.443	219977	0.79
61.445	214066	0.77
61.447	199569	0.71
61.448	191548	0.69
61.450	192067	0.69
61.452	207931	0.74
61.453	205388	0.73
61.455	194667	0.70
61.457	194786	0.70
61.458	196594	0.70
61.460	206433	0.74
61.462	196041	0.70
61.463	186848	0.67
61.465	181205	0.65
61.467	185828	0.66
61.468	190591	0.68
61.470	198707	0.71
61.472	199638	0.71
61.473	205838	0.74
61.475	202689	0.72
61.477	203818	0.73
61.478	204525	0.73
61.480	202032	0.72
61.482	196790	0.70
61.483	189359	0.68
61.485	193425	0.69
61.487	177890	0.64
61.488	183673	0.66
61.490	193261	0.69
61.492	187576	0.67
61.493	186465	0.67
61.495	197856	0.71
61.497	196054	0.70
61.498	198172	0.71
61.500	206051	0.74
61.502	216103	0.77
61.503	206397	0.74
61.505	197338	0.71
61.507	198446	0.71
61.508	206588	0.74
61.510	212471	0.76
61.512	204673	0.73
61.513	198418	0.71
61.515	203149	0.73
61.517	199047	0.71
61.518	203515	0.73
61.520	194382	0.70
61.522	194922	0.70
61.523	207203	0.74
61.525	204278	0.73
61.527	199542	0.71
61.528	195695	0.70
61.530	192063	0.69
61.532	192526	0.69
61.533	195723	0.70
61.535	198868	0.71
61.537	208083	0.74
61.538	215491	0.77
61.540	205749	0.74
61.542	195702	0.70
61.543	197341	0.71
61.545	190062	0.68
61.547	195398	0.70
61.548	206668	0.74
61.550	213039	0.76
61.552	209530	0.75
61.553	203231	0.73
61.555	199620	0.71
61.557	198731	0.71
61.558	200183	0.72
61.560	192537	0.69
61.562	191718	0.69
61.563	196671	0.70
61.565	191394	0.68
61.567	205783	0.74
61.568	200057	0.72
61.570	198752	0.71
61.572	196369	0.70
61.573	188452	0.67
61.575	192098	0.69
61.577	197054	0.70
61.578	202600	0.72
61.580	202251	0.72
61.582	194814	0.70
61.583	192927	0.69
61.585	202544	0.72
61.587	215549	0.77
61.588	212986	0.76
61.590	206746	0.74
61.592	199046	0.71
61.593	201299	0.72
61.595	205940	0.74
61.597	204804	0.73
61.598	205681	0.74
61.600	203398	0.73
61.602	204942	0.73
61.603	192259	0.69
61.605	184059	0.66
61.607	191221	0.68
61.608	200339	0.72
61.610	208241	0.74
61.612	211357	0.76
61.613	202238	0.72
61.615	202514	0.72
61.617	201766	0.72
61.618	197565	0.71
61.620	185137	0.66
61.622	185835	0.66
61.623	195318	0.70
61.625	198653	0.71
61.627	203406	0.73
61.628	209776	0.75
61.630	208276	0.74
61.632	207934	0.74
61.633	204330	0.73
61.635	216622	0.77
61.637	205153	0.73
61.638	203452	0.73
61.640	198451	0.71
61.642	195553	0.70
61.643	200229	0.72
61.645	204000	0.73
61.647	202423	0.72
61.648	201469	0.72
61.650	202408	0.72
61.652	195545	0.70
61.653	193770	0.69
61.655	203812	0.73
61.657	196968	0.70
61.658	204856	0.73
61.660	196657	0.70
61.662	189336	0.68
61.663	192611	0.69
61.665	198347	0.71
61.667	203960	0.73
61.668	204244	0.73
61.670	206914	0.74
61.672	203558	0.73
61.673	199363	0.71
61.675	205605	0.74
61.677	198130	0.71
61.678	198326	0.71
61.680	197618	0.71
61.682	199174	0.71
61.683	196742	0.70
61.685	197497	0.71
61.687	194101	0.69
61.688	199543	0.71
61.690	195571	0.70
61.692	198166	0.71
61.693	196202	0.70
61.695	190790	0.68
61.697	197872	0.71
61.698	206324	0.74
61.700	196190	0.70
61.702	196168	0.70
61.703	203405	0.73
61.705	202707	0.72
61.707	204277	0.73
61.708	205286	0.73
61.710	213443	0.76
61.712	202698	0.72
61.713	185557	0.66
61.715	190481	0.68
61.717	200521	0.72
61.718	204460	0.73
61.720	199834	0.71
61.722	203219	0.73
61.723	214736	0.77
61.725	217438	0.78
61.727	209187	0.75
61.728	207681	0.74
61.730	202945	0.73
61.732	204329	0.73
61.733	200086	0.72
61.735	200156	0.72
61.737	207479	0.74
61.738	214040	0.77
61.740	207780	0.74
61.742	194515	0.70
61.743	200891	0.72
61.745	197388	0.71
61.747	186566	0.67
61.748	195452	0.70
61.750	205371	0.73
61.752	201715	0.72
61.753	197910	0.71
61.755	204804	0.73
61.757	203581	0.73
61.758	200987	0.72
61.760	195881	0.70
61.762	190837	0.68
61.763	193435	0.69
61.765	195210	0.70
61.767	204622	0.73
61.768	219973	0.79
61.770	208750	0.75
61.772	199035	0.71
61.773	198028	0.71
61.775	198365	0.71
61.777	199696	0.71
61.778	200425	0.72
61.780	204102	0.73
61.782	192445	0.69
61.783	192156	0.69
61.785	194847	0.70
61.787	206883	0.74
61.788	208290	0.74
61.790	197664	0.71
61.792	200948	0.72
61.793	202447	0.72
61.795	199057	0.71
61.797	205429	0.73
61.798	206147	0.74
61.800	195448	0.70
61.802	194505	0.70
61.803	199042	0.71
61.805	191202	0.68
61.807	196580	0.70
61.808	207114	0.74
61.810	198011	0.71
61.812	189109	0.68
61.813	185544	0.66
61.815	190409	0.68
61.817	191191	0.68
61.818	198418	0.71
61.820	208218	0.74
61.822	206903	0.74
61.823	202481	0.72
61.825	196074	0.70
61.827	199908	0.71
61.828	202124	0.72
61.830	209583	0.75
61.832	206463	0.74
61.833	207892	0.74
61.835	197163	0.71
61.837	189425	0.68
61.838	185081	0.66
61.840	188150	0.67
61.842	195365	0.70
61.843	197036	0.70
61.845	198815	0.71
61.847	201042	0.72
61.848	204968	0.73
61.850	206906	0.74
61.852	211106	0.76
61.853	217696	0.78
61.855	211712	0.76
61.857	207395	0.74
61.858	204576	0.73
61.860	210752	0.75
61.862	221552	0.79
61.863	214432	0.77
61.865	207724	0.74
61.867	208370	0.75
61.868	197018	0.70
61.870	205539	0.74
61.872	204225	0.73
61.873	209063	0.75
61.875	205537	0.74
61.877	204476	0.73
61.878	209199	0.75
61.880	211330	0.76
61.882	204204	0.73
61.883	197861	0.71
61.885	198012	0.71
61.887	193990	0.69
61.888	189837	0.68
61.890	193808	0.69
61.892	197425	0.71
61.893	201380	0.72
61.895	195036	0.70
61.897	204220	0.73
61.898	206502	0.74
61.900	203286	0.73
61.902	199046	0.71
61.903	198070	0.71
61.905	198058	0.71
61.907	201803	0.72
61.908	199402	0.71
61.910	201175	0.72
61.912	200354	0.72
61.913	191892	0.69
61.915	187155	0.67
61.917	195252	0.70
61.918	188894	0.68
61.920	198654	0.71
61.922	201861	0.72
61.923	200743	0.72
61.925	206023	0.74
61.927	206116	0.74
61.928	198300	0.71
61.930	199674	0.71
61.932	206813	0.74
61.933	207096	0.74
61.935	207602	0.74
61.937	209548	0.75
61.938	210321	0.75
61.940	204536	0.73
61.942	197410	0.71
61.943	205712	0.74
61.945	199793	0.71
61.947	204987	0.73
61.948	208206	0.74
61.950	207991	0.74
61.952	211592	0.76
61.953	209194	0.75
61.955	203385	0.73
61.957	197910	0.71
61.958	202451	0.72
61.960	196997	0.70
61.962	203073	0.73
61.963	210017	0.75
61.965	192926	0.69
61.967	192672	0.69
61.968	206479	0.74
61.970	206464	0.74
61.972	205086	0.73
61.973	208192	0.74
61.975	209489	0.75
61.977	202233	0.72
61.978	199080	0.71
61.980	195207	0.70
61.982	203418	0.73
61.983	200957	0.72
61.985	197588	0.71
61.987	195733	0.70
61.988	194518	0.70
61.990	204435	0.73
61.992	196075	0.70
61.993	190783	0.68
61.995	187345	0.67
61.997	203818	0.73
61.998	201313	0.72

[MS Chromatogram]
m/z	1-1 147.10
Event Time(msec)	100
# of Points	34800
Start Time(min)	4.000
End Time(min)	61.998
Ret.Time	Absolute Intensity	Relative Intensity
4.000	22148	0.27
4.002	8968	0.11
4.003	444	0.01
4.005	-26	-0.00
4.007	-10	-0.00
4.008	-99	-0.00
4.010	375	0.00
4.012	7605	0.09
4.013	17056	0.21
4.015	16171	0.20
4.017	26535	0.32
4.018	54226	0.66
4.020	74389	0.90
4.022	91382	1.11
4.023	105478	1.28
4.025	108658	1.32
4.027	119080	1.44
4.028	136768	1.66
4.030	147365	1.79
4.032	159176	1.93
4.033	176879	2.14
4.035	195069	2.37
4.037	220264	2.67
4.038	237467	2.88
4.040	246831	2.99
4.042	271933	3.30
4.043	298960	3.62
4.045	333612	4.04
4.047	383243	4.65
4.048	424424	5.15
4.050	472309	5.73
4.052	540246	6.55
4.053	604129	7.32
4.055	678229	8.22
4.057	775633	9.40
4.058	853173	10.34
4.060	921807	11.18
4.062	1001645	12.14
4.063	1052093	12.76
4.065	1103536	13.38
4.067	1189201	14.42
4.068	1268110	15.37
4.070	1317811	15.98
4.072	1368366	16.59
4.073	1419365	17.21
4.075	1498201	18.16
4.077	1565909	18.99
4.078	1540144	18.67
4.080	1527257	18.52
4.082	1614293	19.57
4.083	1670105	20.25
4.085	1670358	20.25
4.087	1669033	20.24
4.088	1672198	20.27
4.090	1688591	20.47
4.092	1777132	21.55
4.093	1904040	23.08
4.095	1949628	23.64
4.097	1912187	23.18
4.098	1974843	23.94
4.100	2118147	25.68
4.102	2207865	26.77
4.103	2314744	28.06
4.105	2495379	30.25
4.107	2689755	32.61
4.108	2832359	34.34
4.110	2944861	35.70
4.112	3142098	38.10
4.113	3363332	40.78
4.115	3522312	42.71
4.117	3724212	45.15
4.118	3931502	47.67
4.120	4039112	48.97
4.122	4197271	50.89
4.123	4398425	53.33
4.125	4506567	54.64
4.127	4633915	56.18
4.128	4822661	58.47
4.130	5021819	60.89
4.132	5267506	63.86
4.133	5490447	66.57
4.135	5675512	68.81
4.137	5773145	69.99
4.138	5786305	70.15
4.140	5847355	70.89
4.142	5844998	70.87
4.143	5899454	71.53
4.145	6200711	75.18
4.147	6485986	78.64
4.148	6754487	81.89
4.150	7060472	85.60
4.152	7072442	85.75
4.153	7026804	85.19
4.155	7154092	86.74
4.157	7207031	87.38
4.158	7166465	86.89
4.160	7243332	87.82
4.162	7399935	89.72
4.163	7454550	90.38
4.165	7470293	90.57
4.167	7540907	91.43
4.168	7685049	93.17
4.170	7821459	94.83
4.172	7887221	95.63
4.173	7906809	95.86
4.175	7907110	95.87
4.177	7890666	95.67
4.178	7893608	95.70
4.180	7932335	96.17
4.182	7981657	96.77
4.183	7988956	96.86
4.185	7998328	96.97
4.187	8030493	97.36
4.188	8040310	97.48
4.190	8063712	97.77
4.192	8103616	98.25
4.193	8096817	98.17
4.195	8079680	97.96
4.197	8075264	97.91
4.198	8043231	97.52
4.200	8084014	98.01
4.202	8112976	98.36
4.203	8095344	98.15
4.205	8062671	97.75
4.207	8032640	97.39
4.208	8024238	97.29
4.210	8072583	97.87
4.212	8129461	98.56
4.213	8089126	98.07
4.215	8069300	97.83
4.217	8095141	98.15
4.218	8095645	98.15
4.220	8154028	98.86
4.222	8142308	98.72
4.223	8051643	97.62
4.225	8059612	97.72
4.227	8101268	98.22
4.228	8138886	98.68
4.230	8106196	98.28
4.232	8051967	97.62
4.233	8093164	98.12
4.235	8134743	98.63
4.237	8097708	98.18
4.238	8107192	98.29
4.240	8111948	98.35
4.242	8125404	98.51
4.243	8129770	98.57
4.245	8099399	98.20
4.247	8056165	97.67
4.248	8041687	97.50
4.250	8045221	97.54
4.252	8074771	97.90
4.253	8084614	98.02
4.255	8033356	97.40
4.257	8066708	97.80
4.258	8184857	99.23
4.260	8248001	100.00
4.262	8237510	99.87
4.263	8231814	99.80
4.265	8222427	99.69
4.267	8218289	99.64
4.268	8224443	99.71
4.270	8069848	97.84
4.272	6610445	80.15
4.273	3670519	44.50
4.275	1374048	16.66
4.277	546811	6.63
4.278	336579	4.08
4.280	292369	3.54
4.282	278029	3.37
4.283	259341	3.14
4.285	236796	2.87
4.287	207851	2.52
4.288	180822	2.19
4.290	152486	1.85
4.292	115345	1.40
4.293	83984	1.02
4.295	63929	0.78
4.297	45593	0.55
4.298	32240	0.39
4.300	27145	0.33
4.302	25669	0.31
4.303	24894	0.30
4.305	23194	0.28
4.307	21564	0.26
4.308	21597	0.26
4.310	21239	0.26
4.312	18723	0.23
4.313	16872	0.20
4.315	14983	0.18
4.317	12148	0.15
4.318	10323	0.13
4.320	10003	0.12
4.322	10354	0.13
4.323	9934	0.12
4.325	9396	0.11
4.327	9516	0.12
4.328	8236	0.10
4.330	6562	0.08
4.332	6924	0.08
4.333	7242	0.09
4.335	6066	0.07
4.337	5303	0.06
4.338	5488	0.07
4.340	4800	0.06
4.342	4856	0.06
4.343	5170	0.06
4.345	5719	0.07
4.347	4764	0.06
4.348	4193	0.05
4.350	5370	0.07
4.352	7778	0.09
4.353	7804	0.09
4.355	7132	0.09
4.357	8328	0.10
4.358	9089	0.11
4.360	8944	0.11
4.362	8895	0.11
4.363	9641	0.12
4.365	9709	0.12
4.367	7464	0.09
4.368	6135	0.07
4.370	6708	0.08
4.372	6637	0.08
4.373	7375	0.09
4.375	9960	0.12
4.377	9619	0.12
4.378	6485	0.08
4.380	6073	0.07
4.382	6973	0.08
4.383	6067	0.07
4.385	5424	0.07
4.387	6445	0.08
4.388	6255	0.08
4.390	5282	0.06
4.392	2353	0.03
4.393	2708	0.03
4.395	3433	0.04
4.397	4333	0.05
4.398	6022	0.07
4.400	5852	0.07
4.402	4706	0.06
4.403	4651	0.06
4.405	6186	0.07
4.407	5737	0.07
4.408	5808	0.07
4.410	7637	0.09
4.412	6045	0.07
4.413	3861	0.05
4.415	3725	0.05
4.417	3759	0.05
4.418	4458	0.05
4.420	4022	0.05
4.422	2529	0.03
4.423	2485	0.03
4.425	3122	0.04
4.427	4023	0.05
4.428	4236	0.05
4.430	3913	0.05
4.432	3884	0.05
4.433	3147	0.04
4.435	2365	0.03
4.437	1785	0.02
4.438	1669	0.02
4.440	3137	0.04
4.442	4344	0.05
4.443	5046	0.06
4.445	5255	0.06
4.447	4548	0.06
4.448	3690	0.04
4.450	4017	0.05
4.452	5430	0.07
4.453	6699	0.08
4.455	6636	0.08
4.457	6139	0.07
4.458	6180	0.07
4.460	5499	0.07
4.462	4708	0.06
4.463	5010	0.06
4.465	5300	0.06
4.467	5022	0.06
4.468	2774	0.03
4.470	5166	0.06
4.472	4573	0.06
4.473	4015	0.05
4.475	4908	0.06
4.477	6587	0.08
4.478	6615	0.08
4.480	5068	0.06
4.482	3700	0.04
4.483	3377	0.04
4.485	3673	0.04
4.487	4610	0.06
4.488	4342	0.05
4.490	4287	0.05
4.492	4305	0.05
4.493	3264	0.04
4.495	678	0.01
4.497	3088	0.04
4.498	3477	0.04
4.500	3178	0.04
4.502	2246	0.03
4.503	2095	0.03
4.505	2605	0.03
4.507	2970	0.04
4.508	2521	0.03
4.510	1786	0.02
4.512	1910	0.02
4.513	1783	0.02
4.515	243	0.00
4.517	1389	0.02
4.518	1463	0.02
4.520	1702	0.02
4.522	2063	0.03
4.523	2072	0.03
4.525	1964	0.02
4.527	2190	0.03
4.528	3090	0.04
4.530	3849	0.05
4.532	2602	0.03
4.533	2259	0.03
4.535	2235	0.03
4.537	1526	0.02
4.538	1749	0.02
4.540	2258	0.03
4.542	2438	0.03
4.543	3150	0.04
4.545	4266	0.05
4.547	5532	0.07
4.548	6313	0.08
4.550	5432	0.07
4.552	5536	0.07
4.553	6666	0.08
4.555	7095	0.09
4.557	6721	0.08
4.558	5340	0.06
4.560	4719	0.06
4.562	6369	0.08
4.563	6979	0.08
4.565	6465	0.08
4.567	7416	0.09
4.568	8002	0.10
4.570	7391	0.09
4.572	6293	0.08
4.573	5512	0.07
4.575	6026	0.07
4.577	6225	0.08
4.578	6420	0.08
4.580	6320	0.08
4.582	5087	0.06
4.583	4100	0.05
4.585	4787	0.06
4.587	5883	0.07
4.588	7082	0.09
4.590	7294	0.09
4.592	5927	0.07
4.593	5170	0.06
4.595	3654	0.04
4.597	2618	0.03
4.598	3578	0.04
4.600	4053	0.05
4.602	3237	0.04
4.603	2786	0.03
4.605	3318	0.04
4.607	3720	0.05
4.608	3351	0.04
4.610	2351	0.03
4.612	1824	0.02
4.613	1601	0.02
4.615	1583	0.02
4.617	3417	0.04
4.618	3463	0.04
4.620	1769	0.02
4.622	1674	0.02
4.623	2610	0.03
4.625	2836	0.03
4.627	2616	0.03
4.628	2782	0.03
4.630	1553	0.02
4.632	4872	0.06
4.633	7226	0.09
4.635	7678	0.09
4.637	5861	0.07
4.638	5243	0.06
4.640	5849	0.07
4.642	7265	0.09
4.643	10898	0.13
4.645	14860	0.18
4.647	16853	0.20
4.648	18088	0.22
4.650	17811	0.22
4.652	17076	0.21
4.653	18515	0.22
4.655	22353	0.27
4.657	24405	0.30
4.658	21150	0.26
4.660	20422	0.25
4.662	23684	0.29
4.663	22262	0.27
4.665	18645	0.23
4.667	14933	0.18
4.668	12027	0.15
4.670	11143	0.14
4.672	9019	0.11
4.673	7765	0.09
4.675	6735	0.08
4.677	4799	0.06
4.678	3948	0.05
4.680	3577	0.04
4.682	3366	0.04
4.683	2879	0.03
4.685	2178	0.03
4.687	2585	0.03
4.688	2733	0.03
4.690	2593	0.03
4.692	2272	0.03
4.693	3373	0.04
4.695	4605	0.06
4.697	4935	0.06
4.698	5120	0.06
4.700	5371	0.07
4.702	5646	0.07
4.703	6809	0.08
4.705	11022	0.13
4.707	15504	0.19
4.708	16610	0.20
4.710	16284	0.20
4.712	18402	0.22
4.713	19477	0.24
4.715	20377	0.25
4.717	23668	0.29
4.718	25601	0.31
4.720	24552	0.30
4.722	21774	0.26
4.723	20318	0.25
4.725	23041	0.28
4.727	21862	0.27
4.728	17339	0.21
4.730	16536	0.20
4.732	13625	0.17
4.733	8616	0.10
4.735	6773	0.08
4.737	7722	0.09
4.738	9471	0.11
4.740	8455	0.10
4.742	5589	0.07
4.743	3118	0.04
4.745	2329	0.03
4.747	2749	0.03
4.748	3494	0.04
4.750	3345	0.04
4.752	3415	0.04
4.753	3448	0.04
4.755	2937	0.04
4.757	3124	0.04
4.758	2972	0.04
4.760	2617	0.03
4.762	3353	0.04
4.763	3027	0.04
4.765	1611	0.02
4.767	1596	0.02
4.768	2809	0.03
4.770	2523	0.03
4.772	1381	0.02
4.773	1255	0.02
4.775	1351	0.02
4.777	1203	0.01
4.778	811	0.01
4.780	1369	0.02
4.782	2656	0.03
4.783	2985	0.04
4.785	3320	0.04
4.787	4840	0.06
4.788	4601	0.06
4.790	2854	0.03
4.792	3073	0.04
4.793	2783	0.03
4.795	2993	0.04
4.797	4486	0.05
4.798	4907	0.06
4.800	6383	0.08
4.802	8367	0.10
4.803	8958	0.11
4.805	7655	0.09
4.807	5615	0.07
4.808	4796	0.06
4.810	5130	0.06
4.812	4531	0.05
4.813	3506	0.04
4.815	4452	0.05
4.817	4011	0.05
4.818	2835	0.03
4.820	2975	0.04
4.822	2895	0.04
4.823	3068	0.04
4.825	2761	0.03
4.827	2371	0.03
4.828	2141	0.03
4.830	1361	0.02
4.832	1584	0.02
4.833	2018	0.02
4.835	1946	0.02
4.837	2118	0.03
4.838	2480	0.03
4.840	2161	0.03
4.842	2010	0.02
4.843	2936	0.04
4.845	3820	0.05
4.847	4448	0.05
4.848	4215	0.05
4.850	5104	0.06
4.852	7109	0.09
4.853	6868	0.08
4.855	4112	0.05
4.857	3527	0.04
4.858	4749	0.06
4.860	5296	0.06
4.862	5640	0.07
4.863	4907	0.06
4.865	5382	0.07
4.867	7424	0.09
4.868	8073	0.10
4.870	7309	0.09
4.872	5629	0.07
4.873	4845	0.06
4.875	5265	0.06
4.877	5028	0.06
4.878	4292	0.05
4.880	3356	0.04
4.882	3093	0.04
4.883	3182	0.04
4.885	2853	0.03
4.887	2661	0.03
4.888	2776	0.03
4.890	2508	0.03
4.892	2690	0.03
4.893	3013	0.04
4.895	2332	0.03
4.897	1733	0.02
4.898	2783	0.03
4.900	3514	0.04
4.902	4096	0.05
4.903	3918	0.05
4.905	2824	0.03
4.907	2643	0.03
4.908	2361	0.03
4.910	3122	0.04
4.912	4486	0.05
4.913	4179	0.05
4.915	3906	0.05
4.917	4643	0.06
4.918	4170	0.05
4.920	3032	0.04
4.922	2794	0.03
4.923	3492	0.04
4.925	3755	0.05
4.927	2773	0.03
4.928	2233	0.03
4.930	2138	0.03
4.932	2130	0.03
4.933	2153	0.03
4.935	2172	0.03
4.937	2305	0.03
4.938	2317	0.03
4.940	1333	0.02
4.942	640	0.01
4.943	2049	0.02
4.945	1648	0.02
4.947	1124	0.01
4.948	317	0.00
4.950	296	0.00
4.952	362	0.00
4.953	783	0.01
4.955	742	0.01
4.957	375	0.00
4.958	-72	-0.00
4.960	-87	-0.00
4.962	258	0.00
4.963	1110	0.01
4.965	1752	0.02
4.967	1196	0.01
4.968	782	0.01
4.970	720	0.01
4.972	737	0.01
4.973	575	0.01
4.975	1134	0.01
4.977	840	0.01
4.978	686	0.01
4.980	633	0.01
4.982	676	0.01
4.983	289	0.00
4.985	367	0.00
4.987	547	0.01
4.988	376	0.00
4.990	666	0.01
4.992	736	0.01
4.993	937	0.01
4.995	926	0.01
4.997	993	0.01
4.998	739	0.01
5.000	1029	0.01
5.002	848	0.01
5.003	774	0.01
5.005	1052	0.01
5.007	806	0.01
5.008	697	0.01
5.010	859	0.01
5.012	1840	0.02
5.013	2078	0.03
5.015	1799	0.02
5.017	2334	0.03
